Season,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena
2000,"Wed, Dec 8, 1999",Milwaukee Bucks,90,New Jersey Nets,107,12366,Continental Airlines Arena
2000,"Wed, Dec 8, 1999",Houston Rockets,73,Philadelphia 76ers,83,19109,First Union Center
2000,"Wed, Dec 8, 1999",Los Angeles Lakers,91,Sacramento Kings,103,17317,ARCO Arena (II)
2000,"Wed, Dec 8, 1999",Minnesota Timberwolves,94,Seattle SuperSonics,110,13180,KeyArena at Seattle Center
2000,"Wed, Dec 8, 1999",Dallas Mavericks,79,Utah Jazz,85,18090,Delta Center
2000,"Thu, Dec 9, 1999",Washington Wizards,85,Phoenix Suns,99,18053,America West Arena
2000,"Thu, Dec 9, 1999",Minnesota Timberwolves,86,Portland Trail Blazers,90,19980,Rose Garden Arena
2000,"Thu, Dec 9, 1999",Vancouver Grizzlies,91,San Antonio Spurs,99,14778,Alamodome
2000,"Fri, Dec 10, 1999",Golden State Warriors,107,Atlanta Hawks,99,14313,Philips Arena
2000,"Fri, Dec 10, 1999",Houston Rockets,96,Boston Celtics,100,16683,FleetCenter
2000,"Fri, Dec 10, 1999",Denver Nuggets,99,Charlotte Hornets,106,17320,Charlotte Coliseum
2000,"Fri, Dec 10, 1999",New Jersey Nets,69,Chicago Bulls,71,22112,United Center
2000,"Fri, Dec 10, 1999",Los Angeles Clippers,83,Detroit Pistons,107,15249,The Palace of Auburn Hills
2000,"Fri, Dec 10, 1999",Cleveland Cavaliers,88,Indiana Pacers,136,18345,Conseco Fieldhouse
2000,"Fri, Dec 10, 1999",Philadelphia 76ers,78,New York Knicks,85,19763,Madison Square Garden (IV)
2000,"Fri, Dec 10, 1999",Miami Heat,107,Sacramento Kings,97,17317,ARCO Arena (II)
2000,"Fri, Dec 10, 1999",Milwaukee Bucks,107,Toronto Raptors,91,17963,Air Canada Centre
2000,"Fri, Dec 10, 1999",Seattle SuperSonics,83,Utah Jazz,101,19372,Delta Center
2000,"Sat, Dec 11, 1999",Atlanta Hawks,116,Cleveland Cavaliers,127,11328,Gund Arena
2000,"Sat, Dec 11, 1999",Phoenix Suns,115,Dallas Mavericks,120,14444,Reunion Arena
2000,"Sat, Dec 11, 1999",Los Angeles Clippers,90,Indiana Pacers,108,18345,Conseco Fieldhouse
2000,"Sat, Dec 11, 1999",Denver Nuggets,101,Milwaukee Bucks,99,15862,Bradley Center
2000,"Sat, Dec 11, 1999",Golden State Warriors,104,Minnesota Timberwolves,76,14739,Target Center
2000,"Sat, Dec 11, 1999",Houston Rockets,94,New Jersey Nets,106,15861,Continental Airlines Arena
2000,"Sat, Dec 11, 1999",Chicago Bulls,87,Orlando Magic,108,13120,TD Waterhouse Centre
2000,"Sat, Dec 11, 1999",Charlotte Hornets,106,Philadelphia 76ers,84,18078,First Union Center
2000,"Sat, Dec 11, 1999",Portland Trail Blazers,101,Sacramento Kings,96,17317,ARCO Arena (II)
2000,"Sat, Dec 11, 1999",Washington Wizards,99,San Antonio Spurs,89,17187,Alamodome
2000,"Sat, Dec 11, 1999",Miami Heat,88,Seattle SuperSonics,92,15141,KeyArena at Seattle Center
2000,"Sat, Dec 11, 1999",Los Angeles Lakers,106,Vancouver Grizzlies,94,14059,General Motors Place
2000,"Sun, Dec 12, 1999",Detroit Pistons,93,Los Angeles Lakers,101,18785,STAPLES Center
2000,"Sun, Dec 12, 1999",Boston Celtics,97,New York Knicks,99,19763,Madison Square Garden (IV)
2000,"Sun, Dec 12, 1999",Utah Jazz,103,Toronto Raptors,88,18163,Air Canada Centre
2000,"Mon, Dec 13, 1999",Vancouver Grizzlies,90,Los Angeles Clippers,102,9303,STAPLES Center
2000,"Tue, Dec 14, 1999",Minnesota Timberwolves,94,Atlanta Hawks,105,14070,Philips Arena
2000,"Tue, Dec 14, 1999",Boston Celtics,88,Cleveland Cavaliers,115,11997,Gund Arena
2000,"Tue, Dec 14, 1999",San Antonio Spurs,111,Dallas Mavericks,93,13685,Reunion Arena
2000,"Tue, Dec 14, 1999",Miami Heat,97,Golden State Warriors,102,11083,The Arena in Oakland
2000,"Tue, Dec 14, 1999",New York Knicks,101,Houston Rockets,90,15650,Compaq Center
2000,"Tue, Dec 14, 1999",Los Angeles Clippers,68,Los Angeles Lakers,95,18719,STAPLES Center
2000,"Tue, Dec 14, 1999",Detroit Pistons,104,Phoenix Suns,114,18575,America West Arena
2000,"Tue, Dec 14, 1999",Denver Nuggets,84,Seattle SuperSonics,109,11879,KeyArena at Seattle Center
2000,"Tue, Dec 14, 1999",Indiana Pacers,97,Toronto Raptors,105,15774,Air Canada Centre
2000,"Tue, Dec 14, 1999",Utah Jazz,101,Washington Wizards,80,13921,MCI Center
2000,"Wed, Dec 15, 1999",Utah Jazz,96,Boston Celtics,86,15249,FleetCenter
2000,"Wed, Dec 15, 1999",Minnesota Timberwolves,98,Charlotte Hornets,103,16303,Charlotte Coliseum
2000,"Wed, Dec 15, 1999",Chicago Bulls,91,Indiana Pacers,102,18345,Conseco Fieldhouse
2000,"Wed, Dec 15, 1999",Cleveland Cavaliers,101,New Jersey Nets,111,12767,Continental Airlines Arena
2000,"Wed, Dec 15, 1999",Milwaukee Bucks,116,Orlando Magic,99,12308,TD Waterhouse Centre
2000,"Wed, Dec 15, 1999",Toronto Raptors,91,Philadelphia 76ers,93,15421,First Union Center
2000,"Wed, Dec 15, 1999",Houston Rockets,77,San Antonio Spurs,83,23837,Alamodome
2000,"Wed, Dec 15, 1999",Sacramento Kings,109,Vancouver Grizzlies,106,12490,General Motors Place
2000,"Thu, Dec 16, 1999",Los Angeles Lakers,95,Atlanta Hawks,88,19463,Philips Arena
2000,"Thu, Dec 16, 1999",New York Knicks,100,Dallas Mavericks,93,13796,Reunion Arena
2000,"Thu, Dec 16, 1999",Sacramento Kings,106,Denver Nuggets,116,15576,Pepsi Center
2000,"Thu, Dec 16, 1999",Detroit Pistons,116,Golden State Warriors,108,10249,The Arena in Oakland
2000,"Thu, Dec 16, 1999",Milwaukee Bucks,96,Miami Heat,95,14503,Miami Arena
2000,"Thu, Dec 16, 1999",Portland Trail Blazers,107,Seattle SuperSonics,81,17072,KeyArena at Seattle Center
2000,"Thu, Dec 16, 1999",New Jersey Nets,104,Washington Wizards,108,11355,MCI Center
2000,"Fri, Dec 17, 1999",Cleveland Cavaliers,86,Charlotte Hornets,99,16586,Charlotte Coliseum
2000,"Fri, Dec 17, 1999",Utah Jazz,74,Indiana Pacers,89,18345,Conseco Fieldhouse
2000,"Fri, Dec 17, 1999",Golden State Warriors,91,Los Angeles Clippers,92,11217,STAPLES Center
2000,"Fri, Dec 17, 1999",Los Angeles Lakers,97,Minnesota Timberwolves,88,19354,Target Center
2000,"Fri, Dec 17, 1999",Toronto Raptors,98,Orlando Magic,112,13481,TD Waterhouse Centre
2000,"Fri, Dec 17, 1999",Chicago Bulls,74,Philadelphia 76ers,77,14801,First Union Center
2000,"Fri, Dec 17, 1999",Phoenix Suns,110,Portland Trail Blazers,102,20584,Rose Garden Arena
2000,"Fri, Dec 17, 1999",Boston Celtics,94,San Antonio Spurs,103,17264,Alamodome
2000,"Sat, Dec 18, 1999",Utah Jazz,106,Atlanta Hawks,96,17368,Philips Arena
2000,"Sat, Dec 18, 1999",Orlando Magic,83,Chicago Bulls,74,22083,United Center
2000,"Sat, Dec 18, 1999",New Jersey Nets,98,Cleveland Cavaliers,74,13225,Gund Arena
2000,"Sat, Dec 18, 1999",Minnesota Timberwolves,108,Dallas Mavericks,104,13702,Reunion Arena
2000,"Sat, Dec 18, 1999",San Antonio Spurs,84,Denver Nuggets,86,17318,Pepsi Center
2000,"Sat, Dec 18, 1999",Philadelphia 76ers,91,Detroit Pistons,104,16792,The Palace of Auburn Hills
2000,"Sat, Dec 18, 1999",Boston Celtics,94,Houston Rockets,100,15032,Compaq Center
2000,"Sat, Dec 18, 1999",Charlotte Hornets,106,Miami Heat,89,14621,Miami Arena
2000,"Sat, Dec 18, 1999",Indiana Pacers,95,Milwaukee Bucks,109,15236,Bradley Center
2000,"Sat, Dec 18, 1999",Washington Wizards,95,New York Knicks,83,19763,Madison Square Garden (IV)
2000,"Sat, Dec 18, 1999",Sacramento Kings,103,Phoenix Suns,119,19023,America West Arena
2000,"Sat, Dec 18, 1999",Vancouver Grizzlies,89,Seattle SuperSonics,112,14094,KeyArena at Seattle Center
2000,"Sun, Dec 19, 1999",Atlanta Hawks,88,New Jersey Nets,96,11990,Continental Airlines Arena
2000,"Sun, Dec 19, 1999",Los Angeles Lakers,94,Toronto Raptors,88,19800,Air Canada Centre
2000,"Sun, Dec 19, 1999",Los Angeles Clippers,84,Vancouver Grizzlies,85,12584,General Motors Place
2000,"Mon, Dec 20, 1999",Los Angeles Lakers,99,Boston Celtics,90,18624,FleetCenter
2000,"Mon, Dec 20, 1999",Seattle SuperSonics,93,Chicago Bulls,84,22106,United Center
2000,"Mon, Dec 20, 1999",Minnesota Timberwolves,100,Cleveland Cavaliers,94,13911,Gund Arena
2000,"Mon, Dec 20, 1999",Miami Heat,92,Dallas Mavericks,89,14049,Reunion Arena
2000,"Mon, Dec 20, 1999",Portland Trail Blazers,88,Denver Nuggets,97,15708,Pepsi Center
2000,"Mon, Dec 20, 1999",Sacramento Kings,99,Golden State Warriors,111,15176,The Arena in Oakland
2000,"Mon, Dec 20, 1999",Charlotte Hornets,109,New York Knicks,112,19763,Madison Square Garden (IV)
2000,"Mon, Dec 20, 1999",Utah Jazz,102,Orlando Magic,104,13985,TD Waterhouse Centre
2000,"Mon, Dec 20, 1999",Detroit Pistons,121,Philadelphia 76ers,122,16520,First Union Center
2000,"Mon, Dec 20, 1999",Milwaukee Bucks,101,Phoenix Suns,108,18656,America West Arena
2000,"Tue, Dec 21, 1999",Washington Wizards,97,Detroit Pistons,83,14181,The Palace of Auburn Hills
2000,"Tue, Dec 21, 1999",Portland Trail Blazers,89,Houston Rockets,79,16285,Compaq Center
2000,"Tue, Dec 21, 1999",Seattle SuperSonics,103,Indiana Pacers,113,18345,Conseco Fieldhouse
2000,"Tue, Dec 21, 1999",Milwaukee Bucks,95,Sacramento Kings,108,17317,ARCO Arena (II)
2000,"Tue, Dec 21, 1999",Phoenix Suns,90,San Antonio Spurs,91,23480,Alamodome
2000,"Tue, Dec 21, 1999",New Jersey Nets,87,Toronto Raptors,116,18677,Air Canada Centre
2000,"Wed, Dec 22, 1999",Atlanta Hawks,81,Boston Celtics,98,15973,FleetCenter
2000,"Wed, Dec 22, 1999",Minnesota Timberwolves,106,Chicago Bulls,86,22102,United Center
2000,"Wed, Dec 22, 1999",Orlando Magic,103,Cleveland Cavaliers,97,11731,Gund Arena
2000,"Wed, Dec 22, 1999",Los Angeles Clippers,103,Golden State Warriors,99,10438,The Arena in Oakland
2000,"Wed, Dec 22, 1999",Utah Jazz,72,Miami Heat,74,15200,Miami Arena
2000,"Wed, Dec 22, 1999",Toronto Raptors,90,New York Knicks,91,19763,Madison Square Garden (IV)
2000,"Thu, Dec 23, 1999",Cleveland Cavaliers,90,Atlanta Hawks,108,12528,Philips Arena
2000,"Thu, Dec 23, 1999",Orlando Magic,110,Charlotte Hornets,106,16918,Charlotte Coliseum
2000,"Thu, Dec 23, 1999",Washington Wizards,89,Houston Rockets,105,14841,Compaq Center
2000,"Thu, Dec 23, 1999",Sacramento Kings,91,Los Angeles Clippers,97,14315,STAPLES Center
2000,"Thu, Dec 23, 1999",Seattle SuperSonics,102,Minnesota Timberwolves,109,16773,Target Center
2000,"Thu, Dec 23, 1999",Philadelphia 76ers,94,New Jersey Nets,99,17617,Continental Airlines Arena
2000,"Thu, Dec 23, 1999",Dallas Mavericks,111,Phoenix Suns,110,19023,America West Arena
2000,"Thu, Dec 23, 1999",Golden State Warriors,91,Portland Trail Blazers,111,20440,Rose Garden Arena
2000,"Thu, Dec 23, 1999",Milwaukee Bucks,94,San Antonio Spurs,91,22581,Alamodome
2000,"Thu, Dec 23, 1999",Denver Nuggets,91,Vancouver Grizzlies,93,11792,General Motors Place
2000,"Sat, Dec 25, 1999",New York Knicks,90,Indiana Pacers,101,18345,Conseco Fieldhouse
2000,"Sat, Dec 25, 1999",San Antonio Spurs,93,Los Angeles Lakers,99,18997,STAPLES Center
2000,"Sun, Dec 26, 1999",Toronto Raptors,98,Cleveland Cavaliers,95,14135,Gund Arena
2000,"Sun, Dec 26, 1999",Vancouver Grizzlies,86,Denver Nuggets,109,17074,Pepsi Center
2000,"Sun, Dec 26, 1999",Charlotte Hornets,96,Detroit Pistons,114,15339,The Palace of Auburn Hills
2000,"Sun, Dec 26, 1999",Boston Celtics,100,Los Angeles Clippers,103,12039,STAPLES Center
2000,"Sun, Dec 26, 1999",Miami Heat,85,Milwaukee Bucks,93,15075,Bradley Center
2000,"Sun, Dec 26, 1999",Chicago Bulls,76,New Jersey Nets,103,17063,Continental Airlines Arena
2000,"Sun, Dec 26, 1999",Golden State Warriors,88,Phoenix Suns,108,19023,America West Arena
2000,"Sun, Dec 26, 1999",Dallas Mavericks,111,Sacramento Kings,118,17317,ARCO Arena (II)
2000,"Sun, Dec 26, 1999",Philadelphia 76ers,92,Seattle SuperSonics,86,15562,KeyArena at Seattle Center
2000,"Sun, Dec 26, 1999",Houston Rockets,92,Washington Wizards,103,14191,MCI Center
2000,"Mon, Dec 27, 1999",Atlanta Hawks,104,Charlotte Hornets,108,17114,Charlotte Coliseum
2000,"Mon, Dec 27, 1999",Indiana Pacers,103,Chicago Bulls,91,22169,United Center
2000,"Mon, Dec 27, 1999",San Antonio Spurs,105,Golden State Warriors,83,12447,The Arena in Oakland
2000,"Mon, Dec 27, 1999",Dallas Mavericks,106,Los Angeles Lakers,108,18997,STAPLES Center
2000,"Mon, Dec 27, 1999",Minnesota Timberwolves,107,Orlando Magic,105,14703,TD Waterhouse Centre
2000,"Mon, Dec 27, 1999",Phoenix Suns,91,Utah Jazz,92,19911,Delta Center
2000,"Mon, Dec 27, 1999",Philadelphia 76ers,100,Vancouver Grizzlies,93,13269,General Motors Place
2000,"Tue, Dec 28, 1999",Los Angeles Clippers,105,Denver Nuggets,128,14035,Pepsi Center
2000,"Tue, Dec 28, 1999",Toronto Raptors,100,Houston Rockets,99,16285,Compaq Center
2000,"Tue, Dec 28, 1999",Minnesota Timberwolves,78,Miami Heat,89,15200,Miami Arena
2000,"Tue, Dec 28, 1999",New York Knicks,83,New Jersey Nets,89,20049,Continental Airlines Arena
2000,"Tue, Dec 28, 1999",Seattle SuperSonics,89,Portland Trail Blazers,94,20584,Rose Garden Arena
2000,"Tue, Dec 28, 1999",Boston Celtics,101,Sacramento Kings,114,17317,ARCO Arena (II)
2000,"Wed, Dec 29, 1999",Indiana Pacers,116,Atlanta Hawks,89,16117,Philips Arena
2000,"Wed, Dec 29, 1999",Milwaukee Bucks,105,Charlotte Hornets,109,17134,Charlotte Coliseum
2000,"Wed, Dec 29, 1999",Detroit Pistons,91,Chicago Bulls,77,22363,United Center
2000,"Wed, Dec 29, 1999",Washington Wizards,94,Cleveland Cavaliers,96,15714,Gund Arena
2000,"Wed, Dec 29, 1999",Philadelphia 76ers,97,Golden State Warriors,94,15346,The Arena in Oakland
2000,"Wed, Dec 29, 1999",Phoenix Suns,87,Los Angeles Lakers,103,18997,STAPLES Center
2000,"Wed, Dec 29, 1999",Miami Heat,109,Orlando Magic,106,15645,TD Waterhouse Centre
2000,"Wed, Dec 29, 1999",Sacramento Kings,113,Seattle SuperSonics,104,17072,KeyArena at Seattle Center
2000,"Wed, Dec 29, 1999",Vancouver Grizzlies,90,Utah Jazz,101,19911,Delta Center
2000,"Thu, Dec 30, 1999",Toronto Raptors,109,Dallas Mavericks,104,16490,Reunion Arena
2000,"Thu, Dec 30, 1999",Boston Celtics,102,Denver Nuggets,94,18353,Pepsi Center
2000,"Thu, Dec 30, 1999",Atlanta Hawks,105,Detroit Pistons,106,18891,The Palace of Auburn Hills
2000,"Thu, Dec 30, 1999",Los Angeles Clippers,100,Houston Rockets,122,15057,Compaq Center
2000,"Thu, Dec 30, 1999",Charlotte Hornets,99,Indiana Pacers,109,18345,Conseco Fieldhouse
2000,"Thu, Dec 30, 1999",Cleveland Cavaliers,90,Milwaukee Bucks,91,16329,Bradley Center
2000,"Thu, Dec 30, 1999",Chicago Bulls,76,Minnesota Timberwolves,94,19623,Target Center
2000,"Thu, Dec 30, 1999",Orlando Magic,92,New Jersey Nets,102,18694,Continental Airlines Arena
2000,"Thu, Dec 30, 1999",Philadelphia 76ers,90,Portland Trail Blazers,108,20584,Rose Garden Arena
2000,"Thu, Dec 30, 1999",San Antonio Spurs,98,Vancouver Grizzlies,88,14403,General Motors Place
2000,"Thu, Dec 30, 1999",New York Knicks,89,Washington Wizards,86,19053,MCI Center
2000,"Sun, Jan 2, 2000",Orlando Magic,103,Miami Heat,111,19600,AmericanAirlines Arena
2000,"Mon, Jan 3, 2000",Cleveland Cavaliers,98,Boston Celtics,105,14115,FleetCenter
2000,"Mon, Jan 3, 2000",Portland Trail Blazers,88,Chicago Bulls,63,22353,United Center
2000,"Mon, Jan 3, 2000",Detroit Pistons,118,Orlando Magic,106,12568,TD Waterhouse Centre
2000,"Mon, Jan 3, 2000",Milwaukee Bucks,120,Philadelphia 76ers,124,14886,First Union Center
2000,"Mon, Jan 3, 2000",Denver Nuggets,89,Utah Jazz,109,19196,Delta Center
2000,"Mon, Jan 3, 2000",Golden State Warriors,87,Washington Wizards,99,11107,MCI Center
2000,"Tue, Jan 4, 2000",Sacramento Kings,111,Cleveland Cavaliers,107,14875,Gund Arena
2000,"Tue, Jan 4, 2000",Dallas Mavericks,96,Denver Nuggets,98,10549,Pepsi Center
2000,"Tue, Jan 4, 2000",Seattle SuperSonics,103,Houston Rockets,96,14440,Compaq Center
2000,"Tue, Jan 4, 2000",New Jersey Nets,111,Indiana Pacers,116,18345,Conseco Fieldhouse
2000,"Tue, Jan 4, 2000",Los Angeles Lakers,122,Los Angeles Clippers,98,20042,STAPLES Center
2000,"Tue, Jan 4, 2000",Vancouver Grizzlies,91,Miami Heat,87,19035,AmericanAirlines Arena
2000,"Tue, Jan 4, 2000",Atlanta Hawks,113,Milwaukee Bucks,116,12739,Bradley Center
2000,"Tue, Jan 4, 2000",San Antonio Spurs,88,Minnesota Timberwolves,91,15179,Target Center
2000,"Tue, Jan 4, 2000",Boston Celtics,88,New York Knicks,96,19763,Madison Square Garden (IV)
2000,"Tue, Jan 4, 2000",Charlotte Hornets,80,Phoenix Suns,86,18640,America West Arena
2000,"Tue, Jan 4, 2000",Portland Trail Blazers,114,Toronto Raptors,90,19800,Air Canada Centre
2000,"Wed, Jan 5, 2000",Detroit Pistons,120,Atlanta Hawks,108,15849,Philips Arena
2000,"Wed, Jan 5, 2000",Washington Wizards,66,Chicago Bulls,77,21869,United Center
2000,"Wed, Jan 5, 2000",Los Angeles Clippers,101,Los Angeles Lakers,118,18788,STAPLES Center
2000,"Wed, Jan 5, 2000",Vancouver Grizzlies,96,Orlando Magic,116,12904,TD Waterhouse Centre
2000,"Wed, Jan 5, 2000",Golden State Warriors,92,Philadelphia 76ers,113,13845,First Union Center
2000,"Wed, Jan 5, 2000",Seattle SuperSonics,99,San Antonio Spurs,96,14741,Alamodome
2000,"Wed, Jan 5, 2000",Charlotte Hornets,96,Utah Jazz,118,19518,Delta Center
2000,"Thu, Jan 6, 2000",Golden State Warriors,75,Cleveland Cavaliers,90,11238,Gund Arena
2000,"Thu, Jan 6, 2000",Utah Jazz,105,Dallas Mavericks,92,12218,Reunion Arena
2000,"Thu, Jan 6, 2000",Indiana Pacers,102,Denver Nuggets,87,14569,Pepsi Center
2000,"Thu, Jan 6, 2000",Milwaukee Bucks,95,Detroit Pistons,101,14233,The Palace of Auburn Hills
2000,"Thu, Jan 6, 2000",Houston Rockets,99,Miami Heat,111,19600,AmericanAirlines Arena
2000,"Thu, Jan 6, 2000",Portland Trail Blazers,96,Minnesota Timberwolves,98,15223,Target Center
2000,"Thu, Jan 6, 2000",Sacramento Kings,89,Toronto Raptors,101,19800,Air Canada Centre
2000,"Fri, Jan 7, 2000",Toronto Raptors,97,Atlanta Hawks,105,14452,Philips Arena
2000,"Fri, Jan 7, 2000",Sacramento Kings,93,Boston Celtics,101,18624,FleetCenter
2000,"Fri, Jan 7, 2000",Charlotte Hornets,83,Los Angeles Lakers,87,18997,STAPLES Center
2000,"Fri, Jan 7, 2000",Vancouver Grizzlies,101,New Jersey Nets,91,14246,Continental Airlines Arena
2000,"Fri, Jan 7, 2000",New York Knicks,94,Orlando Magic,86,17248,TD Waterhouse Centre
2000,"Fri, Jan 7, 2000",San Antonio Spurs,102,Phoenix Suns,83,19023,America West Arena
2000,"Fri, Jan 7, 2000",Chicago Bulls,110,Washington Wizards,103,12223,MCI Center
2000,"Sat, Jan 8, 2000",Boston Celtics,79,Chicago Bulls,96,22252,United Center
2000,"Sat, Jan 8, 2000",Atlanta Hawks,85,Dallas Mavericks,95,12814,Reunion Arena
2000,"Sat, Jan 8, 2000",Charlotte Hornets,92,Denver Nuggets,97,18408,Pepsi Center
2000,"Sat, Jan 8, 2000",Minnesota Timberwolves,110,Detroit Pistons,105,20529,The Palace of Auburn Hills
2000,"Sat, Jan 8, 2000",Utah Jazz,103,Houston Rockets,87,16285,Compaq Center
2000,"Sat, Jan 8, 2000",Indiana Pacers,94,Los Angeles Clippers,107,17004,STAPLES Center
2000,"Sat, Jan 8, 2000",New Jersey Nets,90,Miami Heat,89,19036,AmericanAirlines Arena
2000,"Sat, Jan 8, 2000",Washington Wizards,129,Milwaukee Bucks,130,15612,Bradley Center
2000,"Sat, Jan 8, 2000",Cleveland Cavaliers,89,New York Knicks,86,19763,Madison Square Garden (IV)
2000,"Sat, Jan 8, 2000",Phoenix Suns,91,Portland Trail Blazers,96,20584,Rose Garden Arena
2000,"Sat, Jan 8, 2000",Orlando Magic,92,San Antonio Spurs,127,20131,Alamodome
2000,"Sat, Jan 8, 2000",Los Angeles Lakers,110,Seattle SuperSonics,100,17072,KeyArena at Seattle Center
2000,"Sun, Jan 9, 2000",Seattle SuperSonics,100,Golden State Warriors,95,11263,The Arena in Oakland
2000,"Sun, Jan 9, 2000",Minnesota Timberwolves,123,Philadelphia 76ers,112,20232,First Union Center
2000,"Sun, Jan 9, 2000",Indiana Pacers,113,Sacramento Kings,116,17317,ARCO Arena (II)
2000,"Sun, Jan 9, 2000",Vancouver Grizzlies,107,Toronto Raptors,97,19188,Air Canada Centre
2000,"Mon, Jan 10, 2000",Vancouver Grizzlies,112,Boston Celtics,103,14876,FleetCenter
2000,"Mon, Jan 10, 2000",Los Angeles Clippers,106,Cleveland Cavaliers,111,11475,Gund Arena
2000,"Mon, Jan 10, 2000",Denver Nuggets,95,Los Angeles Lakers,130,18997,STAPLES Center
2000,"Mon, Jan 10, 2000",Charlotte Hornets,87,Milwaukee Bucks,137,13159,Bradley Center
2000,"Mon, Jan 10, 2000",New Jersey Nets,100,Orlando Magic,94,12664,TD Waterhouse Centre
2000,"Mon, Jan 10, 2000",Dallas Mavericks,94,Portland Trail Blazers,107,19980,Rose Garden Arena
2000,"Mon, Jan 10, 2000",Utah Jazz,86,San Antonio Spurs,93,17944,Alamodome
2000,"Tue, Jan 11, 2000",Dallas Mavericks,109,Golden State Warriors,102,9887,The Arena in Oakland
2000,"Tue, Jan 11, 2000",Miami Heat,116,Minnesota Timberwolves,106,15121,Target Center
2000,"Tue, Jan 11, 2000",Chicago Bulls,88,New York Knicks,95,19763,Madison Square Garden (IV)
2000,"Tue, Jan 11, 2000",Houston Rockets,93,Sacramento Kings,110,17317,ARCO Arena (II)
2000,"Tue, Jan 11, 2000",Phoenix Suns,88,Seattle SuperSonics,101,13912,KeyArena at Seattle Center
2000,"Tue, Jan 11, 2000",Toronto Raptors,89,Washington Wizards,117,13610,MCI Center
2000,"Wed, Jan 12, 2000",Los Angeles Clippers,88,Boston Celtics,95,15761,FleetCenter
2000,"Wed, Jan 12, 2000",Seattle SuperSonics,103,Denver Nuggets,93,12408,Pepsi Center
2000,"Wed, Jan 12, 2000",New York Knicks,108,Detroit Pistons,114,16619,The Palace of Auburn Hills
2000,"Wed, Jan 12, 2000",Washington Wizards,102,Indiana Pacers,117,18345,Conseco Fieldhouse
2000,"Wed, Jan 12, 2000",Los Angeles Lakers,103,Milwaukee Bucks,94,18717,Bradley Center
2000,"Wed, Jan 12, 2000",Cleveland Cavaliers,75,Portland Trail Blazers,95,19980,Rose Garden Arena
2000,"Wed, Jan 12, 2000",Orlando Magic,102,Toronto Raptors,108,17241,Air Canada Centre
2000,"Wed, Jan 12, 2000",Phoenix Suns,95,Vancouver Grizzlies,92,14404,General Motors Place
2000,"Thu, Jan 13, 2000",Houston Rockets,108,Golden State Warriors,100,10123,The Arena in Oakland
2000,"Thu, Jan 13, 2000",Boston Celtics,85,Minnesota Timberwolves,103,14659,Target Center
2000,"Thu, Jan 13, 2000",Los Angeles Clippers,105,New Jersey Nets,110,15535,Continental Airlines Arena
